x,y
0.0,0.0
0.0017605633802816902,0.03225806451612903
0.0017605633802816902,0.03225806451612903
0.0035211267605633804,0.06451612903225806
0.00528169014084507,0.06451612903225806
0.007042253521126761,0.0967741935483871
0.01056338028169014,0.0967741935483871
0.01232394366197183,0.12903225806451613
0.01232394366197183,0.12903225806451613
0.014084507042253521,0.16129032258064516
0.02112676056338028,0.16129032258064516
0.022887323943661973,0.1935483870967742
0.02464788732394366,0.1935483870967742
0.02640845070422535,0.22580645161290322
0.028169014084507043,0.22580645161290322
0.02992957746478873,0.25806451612903225
0.02992957746478873,0.25806451612903225
0.03169014084507042,0.2903225806451613
0.03697183098591549,0.2903225806451613
0.03873239436619718,0.3225806451612903
0.040492957746478875,0.3225806451612903
0.04225352112676056,0.3548387096774194
0.04753521126760563,0.3548387096774194
0.04929577464788732,0.3870967741935484
0.05457746478873239,0.3870967741935484
0.056338028169014086,0.41935483870967744
0.05985915492957746,0.41935483870967744
0.061619718309859156,0.45161290322580644
0.06690140845070422,0.45161290322580644
0.06866197183098592,0.4838709677419355
0.0721830985915493,0.4838709677419355
0.07394366197183098,0.5161290322580645
0.08274647887323944,0.5161290322580645
0.08450704225352113,0.5483870967741935
0.08626760563380281,0.5483870967741935
0.0880281690140845,0.5806451612903226
0.0880281690140845,0.5806451612903226
0.0897887323943662,0.6129032258064516
0.09507042253521127,0.6129032258064516
0.09683098591549295,0.6451612903225806
0.09683098591549295,0.6451612903225806
0.09859154929577464,0.6774193548387096
0.09859154929577464,0.6774193548387096
0.10035211267605634,0.7096774193548387
0.11619718309859155,0.7096774193548387
0.11795774647887323,0.7419354838709677
0.11795774647887323,0.7419354838709677
0.11971830985915492,0.7741935483870968
0.12323943661971831,0.7741935483870968
0.125,0.8064516129032258
0.13028169014084506,0.8064516129032258
0.13204225352112675,0.8387096774193549
0.1443661971830986,0.8387096774193549
0.14612676056338028,0.8709677419354839
0.16901408450704225,0.8709677419354839
0.17077464788732394,0.9032258064516129
0.22183098591549297,0.9032258064516129
0.22359154929577466,0.9354838709677419
0.23943661971830985,0.9354838709677419
0.24119718309859156,0.967741935483871
0.2711267605633803,0.967741935483871
0.272887323943662,1.0
1.0,1.0
1.0,1.0
