x,y
0.0,0.0
0.0017605633802816902,0.0
0.0017605633802816902,0.0
0.0035211267605633804,0.03225806451612903
0.0035211267605633804,0.03225806451612903
0.00528169014084507,0.06451612903225806
0.00528169014084507,0.06451612903225806
0.007042253521126761,0.0967741935483871
0.007042253521126761,0.0967741935483871
0.008802816901408451,0.12903225806451613
0.014084507042253521,0.12903225806451613
0.01584507042253521,0.16129032258064516
0.01584507042253521,0.16129032258064516
0.017605633802816902,0.1935483870967742
0.02640845070422535,0.1935483870967742
0.028169014084507043,0.22580645161290322
0.02992957746478873,0.22580645161290322
0.03169014084507042,0.25806451612903225
0.03697183098591549,0.25806451612903225
0.03873239436619718,0.2903225806451613
0.04401408450704225,0.2903225806451613
0.045774647887323945,0.3225806451612903
0.045774647887323945,0.3225806451612903
0.04753521126760563,0.3548387096774194
0.051056338028169015,0.3548387096774194
0.0528169014084507,0.3870967741935484
0.0528169014084507,0.3870967741935484
0.05457746478873239,0.41935483870967744
0.05457746478873239,0.41935483870967744
0.056338028169014086,0.45161290322580644
0.061619718309859156,0.45161290322580644
0.06338028169014084,0.4838709677419355
0.06338028169014084,0.4838709677419355
0.06514084507042253,0.5161290322580645
0.06690140845070422,0.5161290322580645
0.06866197183098592,0.5483870967741935
0.07042253521126761,0.5483870967741935
0.0721830985915493,0.5806451612903226
0.07746478873239436,0.5806451612903226
0.07922535211267606,0.6129032258064516
0.08098591549295775,0.6129032258064516
0.08274647887323944,0.6451612903225806
0.0897887323943662,0.6451612903225806
0.09154929577464789,0.6774193548387096
0.09330985915492958,0.6774193548387096
0.09507042253521127,0.7096774193548387
0.09683098591549295,0.7096774193548387
0.09859154929577464,0.7419354838709677
0.11091549295774648,0.7419354838709677
0.11267605633802817,0.7741935483870968
0.1619718309859155,0.7741935483870968
0.1637323943661972,0.8064516129032258
0.16725352112676056,0.8064516129032258
0.16901408450704225,0.8387096774193549
0.17253521126760563,0.8387096774193549
0.1742957746478873,0.8709677419354839
0.20950704225352113,0.8709677419354839
0.2112676056338028,0.9032258064516129
0.2147887323943662,0.9032258064516129
0.21654929577464788,0.9354838709677419
0.33098591549295775,0.9354838709677419
0.33274647887323944,0.967741935483871
0.48063380281690143,0.967741935483871
0.4823943661971831,1.0
1.0,1.0
1.0,1.0
