x,y
0.0,0.0
0.00035198873636043646,0.006535947712418301
0.0007039774727208729,0.006535947712418301
0.0010559662090813093,0.013071895424836602
0.0010559662090813093,0.013071895424836602
0.0014079549454417458,0.0196078431372549
0.0014079549454417458,0.0196078431372549
0.0017599436818021823,0.026143790849673203
0.0017599436818021823,0.026143790849673203
0.0021119324181626186,0.032679738562091505
0.0021119324181626186,0.032679738562091505
0.0024639211545230554,0.0392156862745098
0.0024639211545230554,0.0392156862745098
0.0028159098908834917,0.0457516339869281
0.0028159098908834917,0.0457516339869281
0.0031678986272439284,0.05228758169934641
0.0031678986272439284,0.05228758169934641
0.0035198873636043647,0.058823529411764705
0.003871876099964801,0.058823529411764705
0.004223864836325237,0.06535947712418301
0.005279831045406547,0.06535947712418301
0.005631819781766983,0.0718954248366013
0.005631819781766983,0.0718954248366013
0.00598380851812742,0.0784313725490196
0.00598380851812742,0.0784313725490196
0.006335797254487857,0.08496732026143791
0.006687785990848293,0.08496732026143791
0.007039774727208729,0.0915032679738562
0.007039774727208729,0.0915032679738562
0.007391763463569166,0.09803921568627451
0.007743752199929602,0.09803921568627451
0.008095740936290039,0.10457516339869281
0.008095740936290039,0.10457516339869281
0.008447729672650475,0.1111111111111111
0.008447729672650475,0.1111111111111111
0.008799718409010912,0.11764705882352941
0.009151707145371349,0.11764705882352941
0.009503695881731784,0.12418300653594772
0.009503695881731784,0.12418300653594772
0.009855684618092221,0.13071895424836602
0.009855684618092221,0.13071895424836602
0.010207673354452657,0.13725490196078433
0.012319605772615276,0.13725490196078433
0.012671594508975714,0.1437908496732026
0.013727560718057022,0.1437908496732026
0.014079549454417459,0.1503267973856209
0.014079549454417459,0.1503267973856209
0.014431538190777896,0.1568627450980392
0.014783526927138331,0.1568627450980392
0.015135515663498769,0.16339869281045752
0.016191481872580078,0.16339869281045752
0.016543470608940514,0.16993464052287582
0.016543470608940514,0.16993464052287582
0.01689545934530095,0.17647058823529413
0.017599436818021823,0.17647058823529413
